"card_no","sex","major","access_no"
"182960","男","18嵌入式技术","19936122"
"182961","男","18嵌入式技术","17156506"
"182962","男","18嵌入式技术","19211482"
"182963","男","18嵌入式技术","18547994"
"182964","男","18嵌入式技术","21063562"
"182965","女","18嵌入式技术","20536506"
"182966","女","18嵌入式技术","21155786"
"182967","女","18嵌入式技术","19618346"
"182968","女","18嵌入式技术","20163466"
"182969","女","18嵌入式技术","20803834"
"182970","女","18嵌入式技术","20027994"
"182971","女","18嵌入式技术","13717370"
"182972","女","18嵌入式技术","19805114"
"182973","女","18嵌入式技术","20760858"
"182974","女","18嵌入式技术","20201706"
"182975","男","18软件技术","14262314"
"182976","男","18软件技术","19840826"
"182977","男","18软件技术","22022682"
"182978","男","18软件技术","20707338"
"182979","男","18软件技术","20606122"
"182980","男","18软件技术","20853098"
"182981","男","18软件技术","19260138"
"182982","男","18软件技术","820474"
"182983","男","18软件技术","19131562"
"182984","男","18软件技术","18963450"
"182985","男","18软件技术","20155770"
"182986","男","18软件技术","20437274"
"182987","男","18软件技术","19703834"
"182988","男","18软件技术","19704954"
"182989","男","18软件技术","19619114"
"182990","男","18软件技术","20616250"
"182991","男","18软件技术","22006794"
"182992","男","18软件技术","19536362"
"182993","男","18软件技术","21032170"
"182994","男","18软件技术","21755866"
"182995","男","18软件技术","21956442"
"182996","男","18软件技术","19529946"
"182997","男","18软件技术","19747722"
"182998","男","18软件技术","20929690"
"182999","男","18软件技术","21948074"
"183000","男","18软件技术","19347562"
"183001","男","18软件技术","20925786"
"183002","男","18软件技术","20623578"
"183003","男","18软件技术","20436698"
"183004","男","18软件技术","17005050"
"183005","男","18软件技术","19345258"
"183006","男","18软件技术","19047754"
"183007","男","18软件技术","21446698"
"183008","男","18软件技术","25231498"
"183009","男","18软件技术","20936314"
"183010","男","18软件技术","19135050"
"183011","男","18软件技术","20256538"
"183012","男","18软件技术","21022330"
"183013","男","18软件技术","19942970"
"183014","男","18软件技术","20614586"
"183015","男","18软件技术","20258602"
"183016","男","18软件技术","19508570"
"183017","男","18软件技术","19707546"
"183018","男","18软件技术","21562122"
"183019","男","18软件技术","18364602"
"183020","男","18软件技术","21743850"
"183021","男","18软件技术","524102"
"183022","男","18软件技术","1408310"
"183023","男","18软件技术","1262406"
"183024","男","18软件技术","17530597"
"183025","男","18软件技术","17400501"
"183026","男","18软件技术","16645861"
"183027","男","18软件技术","17262773"
"183028","男","18软件技术","16801605"
"183029","男","18软件技术","16642549"
"183030","男","18软件技术","17813493"
"183031","男","18软件技术","17217957"
"183032","男","18软件技术","848262"
"183033","男","18软件技术","1120294"
"183034","男","18软件技术","17414453"
"183035","男","18软件技术","17316629"
"183036","男","18软件技术","16740245"
"183037","男","18软件技术","1408758"
"183038","男","18软件技术","1055558"
"183039","男","18软件技术","137910"
"183040","男","18软件技术","17942661"
"183041","男","18软件技术","17718965"
"183042","男","18软件技术","17130229"
"183043","男","18软件技术","17361413"
"183044","男","18软件技术","17846853"
"183045","男","18软件技术","17440517"
"183046","男","18软件技术","17825237"
"183047","男","18软件技术","1258310"
"183048","男","18软件技术","214470"
"183049","男","18软件技术","434646"
"183050","男","18软件技术","1408086"
"183051","男","18软件技术","206102"
"183052","男","18软件技术","654550"
"183053","男","18软件技术","1103046"
"183054","男","18软件技术","1051062"
"183055","男","18软件技术","16840213"
"183056","男","18软件技术","1226278"
"183057","男","18软件技术","1315494"
"183058","男","18软件技术","938614"
"183059","男","18软件技术","555414"
"183060","男","18软件技术","812022"
"183061","男","18软件技术","17914069"
"183062","男","18软件技术","337382"
"183063","男","18软件技术","841702"
"183064","男","18软件技术","406150"
"183065","男","18软件技术","1025686"
"183066","男","18软件技术","212182"
"183067","男","18软件技术","531190"
"183068","男","18软件技术","10365318"
"183069","男","18软件技术","23961014"
"183070","男","18软件技术","14316390"
"183071","男","18软件技术","1119926"
"183072","男","18软件技术","1453862"
"183073","男","18软件技术","222950"
"183074","男","18软件技术","1223558"
"183075","男","18软件技术","1443206"
"183076","男","18软件技术","711142"
"183077","男","18软件技术","1363222"
"183078","男","18软件技术","714198"
"183079","男","18软件技术","19116901"
"183080","男","18软件技术","649190"
"183081","男","18软件技术","20055286"
"183082","男","18软件技术","8130021"
"183083","男","18软件技术","1224614"
"183084","男","18软件技术","20739158"
"183085","男","18软件技术","1403254"
"183086","男","18软件技术","505254"
"183087","男","18软件技术","253174"
"183088","男","18软件技术","16820213"
"183089","男","18软件技术","17910853"
"183090","男","18软件技术","17659653"
"183091","男","18软件技术","18949877"
"183092","男","18软件技术","355302"
"183093","男","18软件技术","1253078"
"183094","男","18软件技术","1340886"
"183095","男","18软件技术","732262"
"183096","男","18软件技术","1432774"
"183097","男","18软件技术","359446"
"183098","男","18软件技术","16625493"
"183099","男","18软件技术","17815653"
"183100","男","18软件技术","626406"
"183101","男","18软件技术","7925894"
"183102","男","18软件技术","16859909"
"183103","男","18软件技术","17653301"
"183104","男","18软件技术","16925893"
"183105","男","18软件技术","17319029"
"183106","男","18软件技术","16933125"
"183107","男","18软件技术","1322886"
"183108","男","18软件技术","20410197"
"183109","男","18软件技术","17930837"
"183110","男","18软件技术","1435302"
"183111","男","18软件技术","1421382"
"183112","男","18软件技术","811430"
"183113","男","18软件技术","726822"
"183114","男","18软件技术","336822"
"183115","男","18软件技术","561334"
"183116","男","18软件技术","1249510"
"183117","男","18软件技术","17264101"
"183118","男","18软件技术","1234534"
"183119","男","18软件技术","16545926"
"183120","男","18软件技术","16733781"
"183121","男","18软件技术","17314517"
"183122","男","18软件技术","16918037"
"183123","男","18软件技术","19217557"
"183124","男","18软件技术","17111893"
"183125","男","18软件技术","17820341"
"183126","男","18软件技术","17833845"
"183127","男","18软件技术","315238"
"183128","男","18软件技术","630742"
"183129","女","18软件技术","252358"
"183130","女","18软件技术","1456182"
"183131","女","18软件技术","343366"
"183132","女","18软件技术","1410918"
"183133","女","18软件技术","645926"
"183134","女","18软件技术","1012582"
"183135","女","18软件技术","230886"
"183136","女","18软件技术","223318"
"183137","女","18软件技术","241526"
"183138","男","18产品艺术","850902"
"183139","男","18产品艺术","217110"
"183140","男","18产品艺术","232614"
"183141","男","18产品艺术","12121796"
"183142","男","18产品艺术","16726053"
"183143","男","18产品艺术","1161910"
"183144","男","18产品艺术","1102774"
"183145","男","18产品艺术","804774"
"183146","男","18产品艺术","1219686"
"183147","男","18产品艺术","17460309"
"183148","男","18产品艺术","17708101"
"183149","男","18产品艺术","16939925"
"183150","男","18产品艺术","12531093"
"183151","男","18产品艺术","16821653"
"183152","男","18产品艺术","745734"
"183153","男","18产品艺术","1300310"
"183154","男","18产品艺术","17431157"
"183155","男","18产品艺术","17817109"
"183156","男","18产品艺术","17515157"
"183157","男","18产品艺术","17436085"
"183158","男","18产品艺术","17437317"
"183159","男","18产品艺术","17936741"
"183160","男","18产品艺术","17943189"
"183161","男","18产品艺术","17143381"
"183162","男","18产品艺术","12228324"
"183163","男","18产品艺术","17449493"
"183164","男","18产品艺术","17312325"
"183165","男","18产品艺术","17111749"
"183166","男","18产品艺术","17119221"
"183167","男","18产品艺术","23029493"
"183168","男","18产品艺术","11323972"
"183169","男","18产品艺术","17159317"
"183170","男","18产品艺术","17350309"
"183171","男","18产品艺术","17139013"
"183172","男","18产品艺术","17106709"
"183173","男","18产品艺术","11444308"
"183174","女","18产品艺术","16741349"
"183175","女","18产品艺术","316358"
"183176","女","18产品艺术","203766"
"183177","女","18产品艺术","507334"
"183178","女","18产品艺术","934134"
"183179","女","18产品艺术","839686"
"183180","女","18产品艺术","17435877"
"183181","女","18产品艺术","363030"
"183182","女","18产品艺术","741430"
"183183","女","18产品艺术","17125957"
"183184","女","18产品艺术","17130853"
"183185","女","18产品艺术","17608565"
"183186","女","18产品艺术","17255669"
"183187","女","18产品艺术","942326"
"183188","女","18产品艺术","711558"
"183189","女","18产品艺术","17941557"
"183190","女","18产品艺术","17327637"
"183191","女","18产品艺术","17132741"
"183192","女","18产品艺术","834294"
"183193","女","18产品艺术","821238"
"183194","女","18产品艺术","17805765"
"183195","女","18产品艺术","17906693"
"183196","女","18产品艺术","22062581"
"183197","女","18产品艺术","17057269"
"183198","女","18产品艺术","17545621"
"183199","女","18产品艺术","17801141"
"183200","女","18产品艺术","16919477"
"183201","男","18动漫设计","1104966"
