card_no,days,day_cost,per_eve,per_morn,per_noon,sum_cost,count,class
183808,27,16.78,7.26,5.24,4.27,453.0,130,0
183809,21,12.58,5.35,1.71,5.52,264.2,79,2
181468,1,134.7,0.0,0.0,134.7,134.7,0,1
183810,17,18.19,5.55,5.01,7.64,309.3,78,2
183811,23,13.56,4.32,2.6,6.64,311.8,61,2
183812,22,17.31,5.27,2.14,9.9,380.8,89,2
183813,25,14.3,5.64,2.2,6.46,357.4,73,2
183814,19,11.61,4.76,1.86,4.98,220.5,64,1
183815,13,10.69,1.77,3.0,5.92,139.0,39,1
183819,7,6.03,0.07,0.79,5.17,42.2,10,1
183820,25,13.72,6.82,1.68,5.22,342.9,124,2
180464,23,9.94,2.39,3.09,4.46,228.6,93,2
180465,17,19.42,10.06,2.69,6.68,330.2,70,2
180466,26,12.18,4.35,2.07,5.76,316.7,127,2
180467,22,5.8,2.57,0.17,3.05,127.5,67,1
180468,26,16.1,3.9,3.32,8.88,418.5,156,0
180470,22,12.98,8.32,0.0,4.65,285.5,73,2
180471,18,8.92,3.32,0.0,5.6,160.5,51,1
180472,24,12.84,5.17,0.87,6.8,308.1,65,2
183282,13,33.97,17.02,2.14,14.81,441.6,91,0
183293,6,16.23,10.42,0.93,4.88,97.4,22,1
183295,8,13.81,5.38,3.44,5.0,110.5,19,1
183296,13,8.36,1.85,1.09,5.42,108.7,30,1
181039,1,104.8,0.0,0.0,104.8,104.8,0,1
180088,18,8.24,1.42,2.59,4.23,148.3,48,1
184313,6,17.05,7.2,4.72,5.13,102.3,28,1
180145,24,9.55,4.02,0.51,5.02,229.1,81,2
180146,29,14.92,7.92,0.47,6.53,432.8,95,0
180147,21,15.41,6.65,1.46,7.3,323.6,63,2
180148,20,13.23,3.92,3.04,6.27,264.6,55,2
180149,25,12.73,6.83,0.02,5.87,318.16,90,2
180150,24,15.36,11.57,1.12,2.68,368.7,59,2
180151,26,10.34,4.85,1.21,4.28,268.8,101,2
183333,22,7.05,2.43,0.36,4.25,155.0,39,1
183334,18,13.21,4.93,2.98,5.31,237.8,70,2
183335,22,10.44,3.1,1.0,6.34,229.7,105,2
183338,23,17.27,7.23,3.01,7.04,397.3,122,2
183339,27,13.47,6.34,0.8,6.33,363.7,72,2
183340,17,17.44,6.9,1.8,8.74,296.5,75,2
183341,27,19.49,9.16,1.74,8.6,526.26,154,0
183343,25,12.8,5.11,1.49,6.2,320.0,142,2
183344,26,18.73,8.45,1.62,8.66,486.9,111,0
183345,26,19.72,8.71,3.98,7.03,512.7,143,0
180102,18,10.19,2.95,0.14,7.1,183.4,45,1
181216,3,14.7,12.5,1.2,1.0,44.1,9,1
181232,4,7.53,2.0,2.65,2.88,30.1,7,1
180474,21,6.18,1.1,1.5,3.58,129.8,80,1
180476,21,15.46,7.42,0.11,7.92,324.6,59,2
180477,27,13.15,5.33,1.47,6.35,355.1,128,2
180478,22,13.89,4.09,2.09,7.71,305.5,71,2
180480,21,12.4,5.06,2.44,4.9,260.4,96,2
180482,21,8.1,1.97,2.23,3.9,170.0,71,1
181818,16,13.34,4.36,2.63,6.34,213.4,50,1
181794,10,16.66,7.75,2.91,6.0,166.6,49,1
184335,3,13.67,6.67,0.0,7.0,41.0,3,1
180492,22,13.61,6.4,0.05,7.16,299.5,64,2
180493,28,14.12,6.79,1.54,5.79,395.3,145,2
180494,25,11.68,5.06,2.14,4.48,292.1,103,2
180495,24,9.94,3.09,0.39,6.45,238.5,86,2
180496,18,8.88,1.49,2.42,4.97,159.9,70,1
180497,24,9.08,3.08,1.66,4.34,217.9,106,2
183255,8,16.21,9.93,2.5,3.79,129.7,37,1
183833,25,13.64,5.43,1.89,6.32,340.9,93,2
183835,23,129.33,12.07,0.0,117.27,2974.67,326,0
183836,21,21.29,7.48,4.18,9.63,447.1,118,0
183838,18,13.94,6.78,1.28,5.89,251.0,42,2
183839,6,12.43,6.58,0.0,5.85,74.6,19,1
183841,13,16.03,7.7,2.58,5.75,208.4,40,1
183346,25,17.38,9.4,1.31,6.66,434.38,115,0
183347,26,19.55,12.07,1.03,6.46,508.4,130,0
183348,25,22.22,13.1,1.64,7.48,555.4,90,0
183823,23,12.98,5.15,1.6,6.23,298.6,86,2
183827,28,22.35,8.92,4.27,9.16,625.7,123,0
183830,14,13.73,9.49,0.0,4.24,192.2,70,1
183831,17,15.28,8.14,0.74,6.41,259.8,39,2
183832,19,15.86,4.61,1.97,9.27,301.3,38,2
181853,17,13.42,5.12,2.04,6.25,228.1,67,2
183349,21,15.76,6.63,1.26,7.86,330.9,84,2
183352,28,20.76,9.96,1.64,9.16,581.4,122,0
183353,18,18.65,6.16,1.41,11.09,335.7,78,2
183354,22,18.7,10.24,0.41,8.05,411.4,98,2
183355,13,13.79,7.74,1.36,4.69,179.3,52,1
183356,9,11.19,2.82,2.81,5.56,100.7,26,1
183358,21,11.6,5.64,1.97,3.99,243.5,80,2
183834,14,18.19,7.72,4.89,5.57,254.6,40,2
181048,7,8.64,2.14,0.93,5.57,60.5,18,1
184317,15,7.27,3.47,0.33,3.47,109.0,21,1
182253,11,13.95,5.42,2.67,5.85,153.4,37,1
183826,24,11.38,4.57,0.27,6.53,273.0,56,2
180484,23,13.09,5.71,0.91,6.47,301.1,75,2
180485,18,8.76,1.9,0.39,6.47,157.6,41,1
180486,26,9.05,4.19,0.48,4.37,235.2,92,2
180488,23,8.43,4.53,1.36,2.54,194.0,55,1
180489,24,15.6,8.04,0.38,7.18,374.4,64,2
180490,21,32.01,12.43,1.3,18.27,672.2,60,0
180491,22,15.34,6.9,0.55,7.89,337.4,69,2
183319,18,12.86,2.73,0.92,9.22,231.5,35,1
180187,16,14.82,7.09,1.09,6.64,237.2,41,2
183360,17,12.43,5.31,1.7,5.42,211.3,59,1
183361,19,14.78,5.89,2.04,6.84,280.8,59,2
183362,28,14.91,5.58,3.35,5.98,417.5,98,2
183363,18,7.13,2.34,1.06,3.73,128.3,53,1
183364,21,20.57,8.02,3.0,9.55,431.9,70,0
183365,22,18.31,8.91,2.04,7.36,402.9,69,2
183367,23,16.7,4.8,4.97,6.93,384.2,82,2
183371,22,14.11,6.75,0.97,6.4,310.4,60,2
180006,6,14.28,8.82,0.52,4.95,85.7,22,1
181779,5,7.1,0.0,5.5,1.6,35.5,9,1
183372,22,14.16,5.48,2.09,6.59,311.5,72,2
183373,18,17.34,6.99,3.57,6.78,312.1,63,2
183374,21,12.82,4.57,1.59,6.67,269.3,56,2
183375,12,19.47,6.79,3.88,8.79,233.6,58,2
183376,24,14.71,4.67,1.5,8.55,353.1,59,2
183377,25,8.92,3.14,1.55,4.23,222.9,87,2
183378,14,9.9,4.82,2.51,2.56,138.6,38,1
183381,18,18.47,4.89,3.41,10.18,332.5,57,2
183844,22,8.77,0.61,1.0,7.15,192.9,69,1
183845,20,11.28,3.92,1.57,5.78,225.5,52,1
183847,26,24.92,12.09,2.69,10.14,648.0,126,0
183850,21,13.31,4.94,2.01,6.36,279.6,78,2
183851,21,13.03,6.15,1.52,5.37,273.7,96,2
183852,22,9.32,4.81,0.57,3.94,205.1,97,1
183853,20,13.42,5.97,0.64,6.8,268.4,81,2
183854,21,10.12,5.06,0.86,4.2,212.5,91,1
183855,16,11.78,4.54,0.41,6.84,188.5,52,1
180199,11,13.89,8.65,0.91,4.33,152.8,41,1
181377,7,13.06,7.19,1.01,4.86,91.4,17,1
181635,15,5.77,1.99,1.89,1.89,86.5,41,1
183860,12,25.76,12.05,4.58,9.13,309.1,72,2
181395,1,7.5,0.0,0.0,7.5,7.5,1,1
180505,29,22.09,12.28,0.0,9.8,640.5,129,0
180506,27,9.77,4.9,0.5,4.37,263.8,93,2
180507,13,8.49,4.92,0.67,2.9,110.4,23,1
180510,24,17.78,6.33,3.57,7.88,426.8,72,0
180511,25,11.19,3.79,1.98,5.42,279.7,117,2
180512,21,16.22,8.92,0.38,6.92,340.7,47,2
180513,12,14.22,6.75,2.52,4.96,170.7,38,1
180514,22,13.38,6.96,1.21,5.2,294.3,109,2
183837,12,8.38,3.22,0.05,5.12,100.6,39,1
183848,9,13.78,5.26,1.39,7.13,124.0,27,1
183849,14,11.34,5.46,1.94,3.94,158.8,48,1
180499,26,15.4,7.28,2.29,5.83,400.5,141,2
180500,29,13.66,6.29,1.82,5.55,396.2,132,2
180501,16,13.26,7.02,0.29,5.94,212.1,60,1
180502,22,18.24,0.78,3.15,14.32,401.3,98,2
180504,28,10.86,4.67,0.12,6.06,304.0,82,2
181859,8,11.78,0.0,1.52,10.25,94.2,19,1
183336,16,16.77,8.36,2.43,5.98,268.4,91,2
183337,13,11.67,4.74,1.38,5.55,151.7,40,1
183868,5,13.56,2.22,3.2,8.14,67.8,11,1
183873,10,12.84,4.52,0.04,8.28,128.4,40,1
181839,6,13.17,6.5,0.0,6.67,79.0,12,1
181655,19,15.5,6.51,5.23,3.76,294.5,79,2
183393,19,11.72,4.35,2.03,5.34,222.7,55,1
183394,17,14.12,2.3,4.53,7.29,240.0,66,2
183395,18,9.67,0.98,2.11,6.58,174.1,49,1
183396,19,12.15,1.83,3.96,6.36,230.8,62,2
183397,19,11.36,4.11,2.69,4.57,215.9,67,1
183398,18,15.07,3.78,3.91,7.38,271.3,68,2
183400,20,16.21,6.0,4.32,5.9,324.3,91,2
183401,19,13.84,5.95,2.48,5.41,262.9,96,2
180515,18,12.83,5.41,1.0,6.42,230.9,62,2
180518,25,25.98,12.35,2.92,10.72,649.6,147,0
183402,19,8.95,2.93,2.89,3.13,170.0,54,1
183403,21,9.46,2.52,2.0,4.93,198.6,58,1
183404,22,24.21,10.55,4.07,9.59,532.6,67,0
183405,17,10.46,1.41,3.46,5.59,177.8,55,1
180521,28,10.14,4.15,1.39,4.59,283.8,124,2
180523,27,14.07,5.13,3.43,5.51,379.9,132,2
180524,26,18.92,7.15,3.15,8.63,492.0,120,0
180526,24,22.9,11.52,2.79,8.59,549.7,146,0
183351,7,14.24,6.71,1.51,6.01,99.7,28,1
180527,23,11.12,3.97,2.3,4.84,255.7,126,2
180528,26,15.02,7.35,1.96,5.71,390.5,147,2
180531,23,16.74,6.46,3.06,7.23,385.1,100,2
180533,19,15.96,9.54,1.61,4.82,303.3,68,2
180536,16,14.65,8.3,2.16,4.19,234.4,71,2
183359,17,8.61,3.44,1.59,3.57,146.3,61,1
180229,9,10.43,4.82,1.61,4.0,93.9,18,1
180212,11,10.26,2.14,3.53,4.6,112.9,41,1
180214,9,10.5,7.28,0.0,3.22,94.5,16,1
180029,4,13.57,7.45,0.0,6.13,54.3,9,1
183382,22,9.39,3.02,2.27,4.1,206.5,66,1
183384,22,7.6,1.5,1.47,4.64,167.3,57,1
183385,20,15.55,5.38,2.55,7.63,311.0,110,2
183386,21,10.87,2.33,2.8,5.74,228.3,59,2
183389,22,8.55,2.0,1.99,4.57,188.2,77,1
183390,25,10.83,3.44,2.05,5.34,270.7,96,2
183391,23,11.18,4.24,2.61,4.33,257.2,78,2
180041,2,10.1,8.0,2.1,0.0,20.2,5,1
182691,10,15.47,8.84,0.0,6.63,154.7,33,1
182035,17,22.05,3.34,3.06,15.65,374.9,43,2
183369,10,15.43,4.3,6.48,4.65,154.3,44,1
182002,16,7.02,1.76,2.43,2.83,112.39,57,1
182003,10,11.74,3.06,2.15,6.53,117.4,41,1
183406,17,6.94,1.49,2.71,2.75,118.0,44,1
183408,23,12.95,1.81,4.05,7.09,297.8,98,2
183409,19,11.07,1.81,2.92,6.35,210.3,55,1
183410,19,11.28,3.37,1.89,6.03,214.4,50,1
183411,13,15.46,7.92,2.62,4.92,201.0,39,1
183412,17,7.78,0.38,4.31,3.09,132.3,55,1
183414,17,18.89,4.94,3.92,10.03,321.2,64,2
183415,23,15.04,4.97,2.92,7.15,345.9,85,2
183416,17,13.68,3.29,3.5,6.88,232.5,76,2
183417,20,13.69,5.92,2.58,5.2,273.9,65,2
183418,20,24.48,6.5,2.76,15.22,489.6,63,0
183419,28,17.48,9.61,2.54,5.33,489.5,136,0
182024,14,37.16,21.77,1.12,14.27,520.3,78,0
183909,2,1.7,1.7,0.0,0.0,3.4,2,1
181850,2,15.25,11.25,0.0,4.0,30.5,6,1
183420,28,20.0,9.68,2.08,8.25,560.1,140,0
183383,8,13.68,6.88,2.16,4.64,109.4,40,1
182043,12,13.46,6.32,2.22,4.92,161.5,38,1
182045,10,10.1,3.57,0.9,5.63,101.0,37,1
183387,14,11.46,2.32,3.07,6.07,160.5,38,1
183388,11,9.99,1.36,2.63,6.0,109.9,31,1
183392,13,13.09,3.08,4.05,5.96,170.2,51,1
181696,18,11.04,3.64,2.67,4.73,198.7,41,1
183943,1,1.0,0.0,0.0,1.0,1.0,0,1
183958,1,54.4,0.0,0.0,54.4,54.4,0,1
181704,13,12.92,8.16,1.75,3.0,167.91,33,1
181710,7,12.1,5.5,2.67,3.93,84.7,19,1
180075,3,8.53,5.33,3.2,0.0,25.6,5,1
182070,15,9.21,3.88,2.76,2.57,138.1,57,1
180284,1,92.16,0.0,0.0,92.16,92.16,0,1
183005,4,10.5,8.63,0.0,1.88,42.0,4,1
183399,18,5.77,2.81,2.17,0.79,103.8,48,1
182051,20,10.07,3.42,3.63,3.02,201.5,64,1
183327,1,6.4,0.0,2.0,4.4,6.4,2,1
183981,2,0.65,0.0,0.0,0.65,1.3,1,1
183982,1,1.9,0.0,0.0,1.9,1.9,0,1
180294,17,10.39,1.99,0.16,8.24,176.6,50,1
180300,12,16.72,12.6,0.67,3.45,200.6,19,1
181731,18,9.84,4.32,0.47,5.05,177.2,66,1
183991,2,3.0,0.0,2.5,0.5,6.0,2,1
182743,1,84.4,0.0,0.0,84.4,84.4,0,1
182076,8,6.03,0.0,3.79,2.24,48.2,14,1
182087,1,2.0,2.0,0.0,0.0,2.0,0,1
180595,6,7.52,2.37,0.0,5.15,45.1,13,1
183357,4,13.68,6.13,2.55,5.0,54.7,16,1
183553,9,18.83,5.78,1.67,11.39,169.5,34,1
182772,7,13.86,4.57,2.0,7.29,97.0,12,1
182773,5,19.78,8.48,3.9,7.4,98.9,13,1
181761,3,18.37,4.83,0.83,12.7,55.1,10,1
180327,16,6.79,2.11,1.36,3.32,108.6,39,1
181419,6,12.72,6.17,0.25,6.3,76.3,13,1
180134,8,10.26,4.26,0.0,6.0,82.1,11,1
182815,7,14.3,7.54,1.06,5.7,100.1,16,1
182108,16,23.52,11.12,3.7,8.7,376.3,63,2
184048,2,2.95,1.2,1.75,0.0,5.9,2,1
181394,1,7.1,7.1,0.0,0.0,7.1,2,1
183625,4,15.88,5.75,0.0,10.13,63.5,11,1
180346,14,21.0,10.56,1.16,9.29,294.0,61,2
180157,1,0.3,0.0,0.0,0.3,0.3,0,1
180158,2,50.1,50.0,0.1,0.0,100.2,2,1
184070,5,16.72,2.8,5.22,8.7,83.6,17,1
180661,1,15.6,13.5,2.1,0.0,15.6,4,1
184102,7,13.5,4.57,2.07,6.86,94.5,16,1
181149,2,17.5,13.0,0.0,4.5,35.0,3,1
183453,3,1.17,0.0,0.83,0.33,3.5,2,1
182879,7,14.53,7.69,0.96,5.89,101.7,27,1
180702,9,18.33,11.89,0.67,5.78,165.0,29,1
184127,1,0.4,0.0,0.0,0.4,0.4,0,1
180215,10,15.96,6.44,2.67,6.85,159.6,38,1
181897,1,51.8,0.0,0.0,51.8,51.8,0,1
180306,5,18.86,8.86,2.14,7.86,94.3,16,1
184147,1,3.0,3.0,0.0,0.0,3.0,0,1
182909,1,125.6,0.0,0.0,125.6,125.6,0,1
180424,10,7.65,3.6,0.1,3.95,76.5,17,1
180430,7,15.37,5.94,3.49,5.94,107.6,21,1
180440,19,10.66,5.08,1.03,4.55,202.6,54,1
180719,15,7.69,3.53,0.76,3.4,115.4,47,1
184165,2,2.05,0.0,2.05,0.0,4.1,2,1
180746,1,35.5,35.5,0.0,0.0,35.5,0,1
182129,14,10.0,4.54,1.74,3.73,140.0,59,1
183617,8,17.23,8.46,1.13,7.64,137.8,27,1
183537,1,26.3,15.1,0.0,11.2,26.3,7,1
181236,1,32.2,0.0,0.0,32.2,32.2,0,1
181227,1,1.8,0.0,1.8,0.0,1.8,1,1
184193,1,5.0,0.0,0.0,5.0,5.0,0,1
183637,1,65.2,65.2,0.0,0.0,65.2,0,1
183561,2,1.5,0.0,1.5,0.0,3.0,2,1
183570,2,2.0,0.0,2.0,0.0,4.0,1,1
183575,1,22.1,10.0,2.6,9.5,22.1,8,1
181249,1,36.85,0.0,0.0,36.85,36.85,0,1
182021,5,19.0,5.6,3.8,9.6,95.0,13,1
183016,1,2.0,0.0,0.0,2.0,2.0,0,1
180473,23,12.08,2.4,1.6,8.08,277.8,80,2
180226,4,28.5,10.25,1.88,16.38,114.0,11,1
180161,1,15.8,15.8,0.0,0.0,15.8,0,1
180163,1,88.75,0.0,0.0,88.75,88.75,0,1
184260,6,23.32,15.67,1.25,6.4,139.9,18,1
180786,1,1.0,0.0,1.0,0.0,1.0,1,1
182173,1,76.35,76.35,0.0,0.0,76.35,0,1
183228,3,22.6,10.43,1.33,10.83,67.8,10,1
180522,20,11.83,7.21,0.88,3.74,236.6,78,2
183660,1,9.0,0.0,0.0,9.0,9.0,0,1
181673,1,2.5,0.0,2.5,0.0,2.5,0,1
180553,11,7.8,2.09,1.77,3.94,85.8,28,1
182062,7,14.36,6.11,0.57,7.67,100.5,29,1
181983,6,17.17,10.75,0.25,6.17,103.0,15,1
181616,2,5.75,4.5,1.25,0.0,11.5,1,1
182007,1,125.0,120.0,5.0,0.0,125.0,2,1
183759,1,47.0,47.0,0.0,0.0,47.0,0,1
182100,1,114.8,0.0,0.0,114.8,114.8,0,1
181643,6,14.65,7.25,1.42,5.98,87.9,27,1
183125,1,3.6,0.0,3.6,0.0,3.6,1,1
182662,5,10.7,3.14,2.44,5.12,53.5,17,1
183955,1,9.0,0.0,0.0,9.0,9.0,0,1
183494,1,84.45,0.0,0.0,84.45,84.45,0,1
183715,1,9.9,4.4,5.5,0.0,9.9,1,1
182125,10,8.19,1.63,0.77,5.79,81.9,23,1
180562,9,13.59,6.5,1.28,5.81,122.3,24,1
183515,3,11.17,0.0,1.17,10.0,33.5,5,1
183615,1,5.5,5.5,0.0,0.0,5.5,0,1
182161,4,2.77,1.25,1.02,0.5,11.1,3,1
182406,2,37.05,12.8,8.25,16.0,74.1,13,1
180532,1,122.3,0.0,0.0,122.3,122.3,0,1
183745,3,62.03,1.5,2.23,58.3,186.1,10,1
182437,1,12.5,2.5,0.0,10.0,12.5,2,1
181033,1,18.2,18.2,0.0,0.0,18.2,0,1
181717,1,42.5,42.5,0.0,0.0,42.5,0,1
183765,2,13.25,6.25,3.0,4.0,26.5,3,1
182128,4,17.13,0.0,13.63,3.5,68.5,10,1
181397,2,10.8,3.3,1.15,6.35,21.6,9,1
180580,1,0.5,0.5,0.0,0.0,0.5,0,1
183789,2,8.75,2.0,0.0,6.75,17.5,2,1
183889,6,17.22,10.75,0.0,6.47,103.3,16,1
183666,1,11.0,0.0,11.0,0.0,11.0,1,1
180374,1,99.4,99.4,0.0,0.0,99.4,0,1
181427,5,9.3,2.82,1.0,5.48,46.5,11,1
180636,3,33.17,18.0,2.17,13.0,99.5,24,1
183758,3,16.0,3.67,2.33,10.0,48.0,7,1
183880,1,4.1,0.7,0.0,3.4,4.1,2,1
181478,2,2.25,1.0,1.25,0.0,4.5,1,1
183521,2,16.3,4.0,0.0,12.3,32.6,7,1
184011,1,53.3,0.0,0.0,53.3,53.3,0,1
183796,1,68.6,0.0,0.0,68.6,68.6,0,1
182875,1,1.5,0.0,1.5,0.0,1.5,0,1
182536,9,14.53,6.89,2.42,5.22,130.8,26,1
184265,6,8.2,6.05,0.5,1.65,49.2,17,1
181469,1,27.0,10.5,4.0,12.5,27.0,6,1
183927,1,200.8,200.8,0.0,0.0,200.8,0,1
182913,5,5.5,1.52,1.84,2.14,27.5,10,1
181173,1,7.0,7.0,0.0,0.0,7.0,0,1
180541,3,8.33,5.33,0.67,2.33,25.0,5,1
180483,7,12.66,6.24,1.23,5.19,88.6,26,1
182193,1,116.0,116.0,0.0,0.0,116.0,0,1
183993,1,2.2,0.0,2.2,0.0,2.2,0,1
183431,1,145.3,0.0,0.0,145.3,145.3,0,1
181904,1,1.2,0.0,1.2,0.0,1.2,0,1
183628,1,44.5,22.5,0.0,22.0,44.5,7,1
182538,2,5.5,0.0,1.5,4.0,11.0,2,1
181922,1,152.7,0.0,0.0,152.7,152.7,0,1
181924,1,50.46,50.46,0.0,0.0,50.46,0,1
184162,4,6.1,2.25,0.0,3.85,24.4,8,1
180608,2,12.45,4.5,0.0,7.95,24.9,6,1
183945,1,11.0,0.0,0.0,11.0,11.0,2,1
184185,1,0.7,0.7,0.0,0.0,0.7,0,1
180570,1,11.2,0.0,3.2,8.0,11.2,2,1
180621,1,5.5,0.0,0.0,5.5,5.5,0,1
184261,1,20.0,0.0,0.0,20.0,20.0,2,1
182648,4,11.85,3.97,1.98,5.9,47.4,11,1
180646,1,123.6,123.6,0.0,0.0,123.6,0,1
184092,4,11.75,2.5,1.25,8.0,47.0,7,1
181939,1,3.1,0.0,0.0,3.1,3.1,0,1
182520,1,237.3,237.3,0.0,0.0,237.3,0,1
180604,1,192.2,0.0,0.0,192.2,192.2,0,1
181959,1,5.0,5.0,0.0,0.0,5.0,0,1
181687,1,9.7,0.0,0.0,9.7,9.7,0,1
181711,1,10.5,0.0,0.0,10.5,10.5,0,1
181399,1,63.4,63.4,0.0,0.0,63.4,0,1
180743,1,2.3,2.3,0.0,0.0,2.3,0,1
180782,1,78.2,78.2,0.0,0.0,78.2,0,1
184270,1,85.4,0.0,0.0,85.4,85.4,0,1
182752,1,95.7,0.0,0.0,95.7,95.7,0,1
180418,1,136.9,0.0,0.0,136.9,136.9,0,1
182852,1,3.0,3.0,0.0,0.0,3.0,0,1
183790,1,88.0,0.0,0.0,88.0,88.0,0,1
180908,2,35.75,0.0,0.0,35.75,71.5,7,1
182554,1,23.7,0.0,0.0,23.7,23.7,0,1
182574,1,85.0,0.0,0.0,85.0,85.0,0,1
180509,2,17.0,16.0,1.0,0.0,34.0,2,1
